genotype,light,NPA,replicate,exp,scan_date,file,hypocotyl_mm
yuc2589,EODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:5431-3708,3.101
yuc2589,EODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:5248-3817,2.407
yuc2589,EODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:5019-3782,2.882
yuc2589,EODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:5369-4102,2.938
Col,noEODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:0194-0636,2.211
Col,noEODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:0242-0702,2.467
Col,noEODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:0204-0934,3.155
Col,noEODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:0458-0644,3.791
Col,noEODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:0360-0923,3.152
Col,noEODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:0738-0505,3.106
Col,noEODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:0674-0899,2.898
Col,noEODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:0821-1140,3.099
Col,noEODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:0584-1199,3.049
Col,noEODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:0298-1334,3.609
Col,noEODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:0242-1607,3.117
Col,noEODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:0499-1587,3.64
Col,noEODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:0821-1519,3.206
Col,noEODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:0702-1675,3.084
Col,noEODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:0665-1387,2.501
Col,noEODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:0592-1839,3.778
Col,noEODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:0357-1834,3.315
Col,noEODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:0293-2060,2.965
Col,noEODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:0497-2022,2.4
Col,noEODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:0726-1926,2.939
yuc2589,noEODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:0276-2586,2.874
yuc2589,noEODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:0412-2697,3.209
yuc2589,noEODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:0544-2846,3.232
yuc2589,noEODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:0732-2766,3.569
yuc2589,noEODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:0834-3048,2.219
yuc2589,noEODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:0588-3161,3.091
yuc2589,noEODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:0547-3282,3.414
yuc2589,noEODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:0364-3096,3.722
yuc2589,noEODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:0315-3308,3.335
yuc2589,noEODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:0312-3580,3.083
yuc2589,noEODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:0664-3486,4.621
yuc2589,noEODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:0837-3458,3.811
yuc2589,noEODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:0772-3902,4.69
yuc2589,noEODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:0530-3780,4.176
yuc2589,noEODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:0352-3997,3.189
Col,noEODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:1236-0416,1.179
Col,noEODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:1546-0339,2.195
Col,noEODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:1734-0449,1.53
Col,noEODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:1434-0592,1.92
Col,noEODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:1236-0780,1.407
Col,noEODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:1345-0891,1.808
Col,noEODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:1628-0748,2.188
Col,noEODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:1614-0999,1.955
Col,noEODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:1272-1086,2.459
Col,noEODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:1323-1328,1.886
Col,noEODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:1635-1238,2.484
Col,noEODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:1744-1406,1.788
Col,noEODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:1558-1510,1.558
Col,noEODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:1381-1654,1.656
Col,noEODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:1216-1547,1.903
Col,noEODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:1268-1810,2.571
Col,noEODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:1532-1670,1.949
Col,noEODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:1767-1682,2.12
Col,noEODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:1600-1979,1.668
Col,noEODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:1470-2139,1.535
Col,noEODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:1282-2003,2.018
yuc2589,noEODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:1521-2594,2.588
yuc2589,noEODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:1714-2811,2.456
yuc2589,noEODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:1336-2840,2.547
yuc2589,noEODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:1325-3038,2.881
yuc2589,noEODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:1522-3192,2.919
yuc2589,noEODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:1755-3048,2.227
yuc2589,noEODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:1690-3359,1.874
yuc2589,noEODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:1328-3320,2.652
yuc2589,noEODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:1276-3534,3.986
yuc2589,noEODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:1359-3673,2.413
yuc2589,noEODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:1456-3963,2.56
yuc2589,noEODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:1705-3877,2.618
yuc2589,noEODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:1700-3609,1.753
Col,noEODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:2153-0369,3.65
Col,noEODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:2307-0648,3.715
Col,noEODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:2211-0656,3.131
Col,noEODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:2110-0887,2.246
Col,noEODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:2311-1000,2.026
Col,noEODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:2117-1253,2.706
Col,noEODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:2151-1450,2.79
Col,noEODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:2263-1640,3.471
Col,noEODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:2129-1863,2.602
Col,noEODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:2340-1903,3.992
Col,noEODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:2485-0375,3.237
Col,noEODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:2469-0615,3.145
Col,noEODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:2564-0885,3.305
Col,noEODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:2496-1134,3.444
Col,noEODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:2530-1262,3.436
Col,noEODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:2380-1364,3.115
Col,noEODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:2511-1525,2.342
Col,noEODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:2530-1667,3.489
Col,noEODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:2670-1879,3.267
Col,noEODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:2696-2066,3.518
Col,noEODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:2226-2201,3.333
yuc2589,noEODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:2236-2455,3.011
yuc2589,noEODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:2554-2633,3.43
yuc2589,noEODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:2306-2797,3.399
yuc2589,noEODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:2273-3086,3.368
yuc2589,noEODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:2451-3238,3.379
yuc2589,noEODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:2705-3307,3.711
yuc2589,noEODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:2380-3459,2.899
yuc2589,noEODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:2113-3520,2.691
yuc2589,noEODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:2241-3796,3.239
yuc2589,noEODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:2499-3644,3.18
yuc2589,noEODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:2699-3875,3.845
yuc2589,noEODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:2492-4029,4.829
yuc2589,noEODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:2152-3936,3.539
Col,noEODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:3283-0419,2.836
Col,noEODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:3145-0629,2.483
Col,noEODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:2982-0570,2.484
Col,noEODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:2959-0853,1.571
Col,noEODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:3232-1104,3.566
Col,noEODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:3361-1031,3.855
Col,noEODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:3419-0815,2.539
Col,noEODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:3550-0680,3.391
Col,noEODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:3445-0528,3.102
Col,noEODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:3534-1211,3.561
Col,noEODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:3249-1309,2.952
Col,noEODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:3023-1316,3.642
Col,noEODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:3149-1535,2.795
Col,noEODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:3376-1474,3.145
Col,noEODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:3593-1520,3.285
Col,noEODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:3560-1865,3.865
Col,noEODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:3314-1774,3.257
Col,noEODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:3110-1828,2.72
Col,noEODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:3125-2036,2.69
Col,noEODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:3432-2130,2.022
yuc2589,noEODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:3105-2674,3.878
yuc2589,noEODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:3348-2737,3.978
yuc2589,noEODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:3491-2606,4.3
yuc2589,noEODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:3594-2860,3.391
yuc2589,noEODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:3483-2989,4.38
yuc2589,noEODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:3140-2944,2.851
yuc2589,noEODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:3086-3142,3.55
yuc2589,noEODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:3190-3323,2.808
yuc2589,noEODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:3468-3368,2.896
yuc2589,noEODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:3622-3433,2.746
yuc2589,noEODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:3614-3686,3.728
yuc2589,noEODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:3476-3724,3.642
yuc2589,noEODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:3071-3559,3.374
yuc2589,noEODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:3060-4044,3.737
yuc2589,noEODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:3288-3960,3.654
yuc2589,noEODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:3400-4212,3.711
Col,noEODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:4014-0324,1.594
Col,noEODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:4270-0346,1.857
Col,noEODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:4472-0386,1.506
Col,noEODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:4447-0577,1.832
Col,noEODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:4284-0734,1.977
Col,noEODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:4069-0582,1.984
Col,noEODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:3942-0491,1.415
Col,noEODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:3999-0829,1.496
Col,noEODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:4006-1084,2.258
Col,noEODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:4118-1212,1.155
Col,noEODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:4238-1024,1.934
Col,noEODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:4474-0952,1.861
Col,noEODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:4465-1221,1.62
Col,noEODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:4419-1573,1.208
Col,noEODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:3967-1442,1.953
Col,noEODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:4042-1638,2.048
Col,noEODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:4102-1844,1.329
Col,noEODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:4376-1743,1.863
Col,noEODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:4367-2081,1.961
Col,noEODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:4092-2055,1.594
yuc2589,noEODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:4027-2569,2.482
yuc2589,noEODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:4161-2919,2.424
yuc2589,noEODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:4073-3155,2.635
yuc2589,noEODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:4102-3351,3.01
yuc2589,noEODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:4063-3753,2.558
yuc2589,noEODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:4027-3988,2.746
yuc2589,noEODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:4391-3906,2.517
yuc2589,noEODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:4503-3323,2.314
yuc2589,noEODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:4423-3211,2.992
yuc2589,noEODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:4513-3043,2.629
yuc2589,noEODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:4485-2731,3.378
yuc2589,noEODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:4535-2567,2.39
yuc2589,noEODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_002.tif:4579-3828,2.562
Col,noEODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:4826-0441,3.12
Col,noEODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:5012-0368,3.145
Col,noEODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:5297-0401,2.189
Col,noEODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:5212-0630,3.004
Col,noEODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:5428-0571,3.06
Col,noEODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:5430-0761,2.993
Col,noEODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:5228-0909,2.941
Col,noEODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:4956-0810,2.79
Col,noEODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:4982-0964,2.583
Col,noEODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:5009-1228,3.112
Col,noEODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:5137-1203,3.482
Col,noEODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:5439-1053,3.149
Col,noEODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:5462-1239,3.408
Col,noEODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:5211-1382,3.548
Col,noEODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:4959-1437,2.933
Col,noEODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:5235-1597,3.412
Col,noEODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:5365-1528,3.444
Col,noEODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:5111-1771,3.268
Col,noEODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:4921-1729,3.232
Col,noEODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:5043-1962,3.78
Col,noEODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:5222-2081,3.125
Col,noEODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:5427-2000,2.304
yuc2589,noEODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:5001-2703,3.362
yuc2589,noEODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:5309-2723,3.454
yuc2589,noEODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:5461-3015,2.739
yuc2589,noEODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:5165-3064,3.748
yuc2589,noEODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:5014-2997,3.396
yuc2589,noEODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:4943-3355,2.91
yuc2589,noEODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:5243-3421,2.535
yuc2589,noEODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:5477-3377,2.218
yuc2589,noEODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:5436-3577,2.855
yuc2589,noEODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:5267-3709,3.227
yuc2589,noEODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:5057-3916,2.715
yuc2589,noEODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:5063-4113,2.927
yuc2589,noEODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_002.tif:5392-3945,3.357
